SETTLEMENTDATE,RRP
2009-01-01,23.505744680851063
2009-01-02,19.44625
2009-01-03,19.460625
2009-01-04,19.064791666666668
2009-01-05,36.229166666666664
2009-01-06,58.495625
2009-01-07,52.454791666666665
2009-01-08,26.159791666666667
2009-01-09,23.671458333333334
2009-01-10,21.66479166666667
2009-01-11,21.414583333333336
2009-01-12,26.41979166666667
2009-01-13,30.616041666666664
2009-01-14,54.43333333333334
2009-01-15,281.0552083333333
2009-01-16,34.403749999999995
2009-01-17,23.380625
2009-01-18,17.108541666666667
2009-01-19,23.624791666666667
2009-01-20,39.97770833333333
2009-01-21,39.074999999999996
2009-01-22,39.935
2009-01-23,42.06916666666667
2009-01-24,80.19729166666666
2009-01-25,25.255416666666665
2009-01-26,28.473541666666666
2009-01-27,34.31666666666667
2009-01-28,62.321041666666666
2009-01-29,132.37020833333332
2009-01-30,76.62125
2009-01-31,47.048125
2009-02-01,33.99395833333333
2009-02-02,52.225833333333334
2009-02-03,38.299166666666665
2009-02-04,41.589166666666664
2009-02-05,59.92166666666666
2009-02-06,64.58291666666666
2009-02-07,189.49020833333336
2009-02-08,181.84125000000003
2009-02-09,32.48104166666666
2009-02-10,23.53979166666667
2009-02-11,25.008125000000003
2009-02-12,23.623333333333335
2009-02-13,22.744375
2009-02-14,20.23875
2009-02-15,19.027916666666666
2009-02-16,25.911458333333332
2009-02-17,22.58020833333333
2009-02-18,24.727083333333336
2009-02-19,30.103333333333335
2009-02-20,27.446458333333336
2009-02-21,22.217083333333335
2009-02-22,21.112916666666667
2009-02-23,29.202916666666667
2009-02-24,28.7025
2009-02-25,26.46625
2009-02-26,28.954583333333332
2009-02-27,24.45895833333333
2009-02-28,19.597291666666667
2009-03-01,18.571875000000002
2009-03-02,23.705
2009-03-03,25.444791666666664
2009-03-04,22.0625
2009-03-05,22.147291666666664
2009-03-06,22.01
2009-03-07,19.595833333333335
2009-03-08,18.808125
2009-03-09,21.032708333333336
2009-03-10,22.04104166666667
2009-03-11,24.304374999999997
2009-03-12,26.079166666666666
2009-03-13,23.244791666666668
2009-03-14,21.607708333333335
2009-03-15,25.48375
2009-03-16,27.641875
2009-03-17,31.525208333333335
2009-03-18,29.243125000000003
2009-03-19,33.30458333333333
2009-03-20,34.933125
2009-03-21,31.508125000000003
2009-03-22,20.517708333333335
2009-03-23,26.566041666666667
2009-03-24,27.55270833333333
2009-03-25,27.05395833333333
2009-03-26,21.87
2009-03-27,21.640625
2009-03-28,19.448541666666667
2009-03-29,21.056041666666665
2009-03-30,26.576666666666668
2009-03-31,27.648124999999997
2009-04-01,46.353541666666665
2009-04-02,59.11145833333333
2009-04-03,45.51083333333333
2009-04-04,30.432708333333334
2009-04-05,29.660208333333333
2009-04-06,31.315
2009-04-07,31.635416666666668
2009-04-08,29.675625
2009-04-09,27.00645833333333
2009-04-10,23.2025
2009-04-11,24.047291666666666
2009-04-12,21.4825
2009-04-13,22.424374999999998
2009-04-14,32.68770833333333
2009-04-15,35.194375
2009-04-16,34.209375
2009-04-17,34.96145833333333
2009-04-18,31.81458333333333
2009-04-19,30.386458333333334
2009-04-20,42.05854166666666
2009-04-21,45.05416666666667
2009-04-22,38.106249999999996
2009-04-23,29.029375
2009-04-24,30.718333333333334
2009-04-25,24.592083333333335
2009-04-26,36.23791666666667
2009-04-27,58.935
2009-04-28,52.210625
2009-04-29,51.36270833333333
2009-04-30,50.453541666666666
2009-05-01,34.19520833333333
2009-05-02,28.04895833333333
2009-05-03,27.922291666666666
2009-05-04,29.66270833333333
2009-05-05,36.735
2009-05-06,34.924375
2009-05-07,30.8075
2009-05-08,35.26583333333333
2009-05-09,30.884375000000002
2009-05-10,26.165833333333335
2009-05-11,35.32666666666667
2009-05-12,32.43145833333333
2009-05-13,29.53770833333333
2009-05-14,27.056458333333335
2009-05-15,28.59
2009-05-16,29.92395833333333
2009-05-17,29.203333333333333
2009-05-18,33.38041666666667
2009-05-19,31.06375
2009-05-20,30.66979166666667
2009-05-21,27.189791666666668
2009-05-22,27.896874999999998
2009-05-23,24.114166666666666
2009-05-24,25.261458333333334
2009-05-25,27.28125
2009-05-26,27.229583333333334
2009-05-27,31.25916666666667
2009-05-28,27.969791666666666
2009-05-29,35.06645833333334
2009-05-30,31.570624999999996
2009-05-31,32.233125
2009-06-01,41.39354166666667
2009-06-02,39.509791666666665
2009-06-03,33.38729166666666
2009-06-04,36.85125
2009-06-05,27.886875
2009-06-06,26.715416666666666
2009-06-07,27.912291666666665
2009-06-08,23.879375
2009-06-09,29.19125
2009-06-10,45.15875
2009-06-11,194.70833333333334
2009-06-12,37.68770833333333
2009-06-13,29.93375
2009-06-14,30.999583333333334
2009-06-15,29.218541666666667
2009-06-16,26.490416666666665
2009-06-17,25.35166666666667
2009-06-18,30.077708333333334
2009-06-19,25.036666666666665
2009-06-20,23.201875
2009-06-21,22.22520833333333
2009-06-22,22.135208333333335
2009-06-23,23.733541666666667
2009-06-24,25.7975
2009-06-25,29.00854166666667
2009-06-26,25.995208333333334
2009-06-27,24.566875
2009-06-28,21.392916666666665
2009-06-29,22.733333333333334
2009-06-30,22.29895833333333
2009-07-01,21.385625
2009-07-02,56.99770833333333
2009-07-03,27.95104166666667
2009-07-04,25.871666666666666
2009-07-05,28.609791666666666
2009-07-06,113.11062499999998
2009-07-07,33.016041666666666
2009-07-08,36.26958333333334
2009-07-09,32.307291666666664
2009-07-10,29.26
2009-07-11,26.379375
2009-07-12,25.569374999999997
2009-07-13,28.705833333333334
2009-07-14,30.897916666666664
2009-07-15,29.0325
