SETTLEMENTDATE,RRP
2009-01-01,31.776808510638297
2009-01-02,18.792291666666667
2009-01-03,18.307083333333335
2009-01-04,17.148541666666667
2009-01-05,30.508958333333336
2009-01-06,49.90291666666667
2009-01-07,49.74979166666666
2009-01-08,27.280625
2009-01-09,25.19520833333333
2009-01-10,22.152708333333333
2009-01-11,21.999791666666667
2009-01-12,25.816041666666667
2009-01-13,28.2825
2009-01-14,46.31333333333333
2009-01-15,143.52
2009-01-16,36.770208333333336
2009-01-17,22.9325
2009-01-18,15.718125
2009-01-19,21.585624999999997
2009-01-20,36.80645833333333
2009-01-21,37.54333333333333
2009-01-22,45.14208333333334
2009-01-23,43.44020833333334
2009-01-24,87.981875
2009-01-25,36.30479166666667
2009-01-26,29.839375
2009-01-27,34.88625
2009-01-28,55.95083333333333
2009-01-29,96.85479166666666
2009-01-30,61.981875
2009-01-31,28.450833333333335
2009-02-01,23.129166666666666
2009-02-02,37.48166666666667
2009-02-03,33.735625
2009-02-04,38.167291666666664
2009-02-05,54.754375
2009-02-06,54.01583333333334
2009-02-07,31.97458333333333
2009-02-08,96.66624999999999
2009-02-09,121.35562500000002
2009-02-10,34.873958333333334
2009-02-11,29.476249999999997
2009-02-12,23.757499999999997
2009-02-13,22.191666666666666
2009-02-14,19.57875
2009-02-15,19.511041666666667
2009-02-16,27.13854166666667
2009-02-17,23.395625
2009-02-18,25.715416666666666
2009-02-19,35.76583333333333
2009-02-20,108.38333333333333
2009-02-21,24.278333333333332
2009-02-22,21.92375
2009-02-23,30.253958333333333
2009-02-24,29.58125
2009-02-25,26.312708333333333
2009-02-26,29.884375000000002
2009-02-27,24.913124999999997
2009-02-28,20.059791666666666
2009-03-01,21.918541666666666
2009-03-02,33.423541666666665
2009-03-03,29.827291666666667
2009-03-04,33.556041666666665
2009-03-05,23.546666666666667
2009-03-06,21.900833333333335
2009-03-07,19.180208333333333
2009-03-08,19.070208333333333
2009-03-09,21.36125
2009-03-10,22.637708333333332
2009-03-11,23.811458333333334
2009-03-12,25.66395833333333
2009-03-13,23.046666666666667
2009-03-14,21.916666666666668
2009-03-15,26.19729166666667
2009-03-16,37.374375
2009-03-17,40.23625
2009-03-18,30.463958333333334
2009-03-19,33.85875
2009-03-20,31.291458333333335
2009-03-21,24.683958333333333
2009-03-22,20.513749999999998
2009-03-23,27.227708333333336
2009-03-24,27.751458333333332
2009-03-25,26.545208333333335
2009-03-26,21.43104166666667
2009-03-27,21.321041666666666
2009-03-28,18.327083333333334
2009-03-29,19.559166666666666
2009-03-30,24.588333333333335
2009-03-31,24.78770833333333
2009-04-01,40.252500000000005
2009-04-02,38.553958333333334
2009-04-03,35.350625
2009-04-04,30.766666666666666
2009-04-05,29.506874999999997
2009-04-06,30.184375
2009-04-07,27.558333333333334
2009-04-08,26.81375
2009-04-09,25.22854166666667
2009-04-10,21.113333333333333
2009-04-11,22.36520833333333
2009-04-12,20.741458333333334
2009-04-13,21.45
2009-04-14,28.859583333333333
2009-04-15,33.094791666666666
2009-04-16,31.586458333333336
2009-04-17,31.524375000000003
2009-04-18,29.557083333333335
2009-04-19,29.13354166666667
2009-04-20,40.61875
2009-04-21,43.52520833333333
2009-04-22,36.167291666666664
2009-04-23,27.95
2009-04-24,28.567291666666666
2009-04-25,23.416666666666668
2009-04-26,34.935208333333335
2009-04-27,55.28854166666667
2009-04-28,46.80166666666667
2009-04-29,39.104375
2009-04-30,32.974583333333335
2009-05-01,31.66416666666667
2009-05-02,26.279583333333335
2009-05-03,26.01875
2009-05-04,25.8625
2009-05-05,33.041875
2009-05-06,32.24458333333333
2009-05-07,29.889791666666667
2009-05-08,33.478541666666665
2009-05-09,29.135416666666668
2009-05-10,25.854375
2009-05-11,33.74791666666667
2009-05-12,29.966875
2009-05-13,27.696875000000002
2009-05-14,25.457291666666666
2009-05-15,26.740416666666665
2009-05-16,26.712500000000002
2009-05-17,26.932708333333334
2009-05-18,31.02916666666667
2009-05-19,29.765
2009-05-20,28.787291666666665
2009-05-21,24.208125
2009-05-22,25.468125
2009-05-23,21.868125000000003
2009-05-24,22.731666666666666
2009-05-25,23.660208333333333
2009-05-26,23.933125
2009-05-27,26.578541666666666
2009-05-28,24.91395833333333
2009-05-29,23.659375
2009-05-30,22.41625
2009-05-31,24.728958333333335
2009-06-01,27.92395833333333
2009-06-02,27.623125
2009-06-03,27.782291666666666
2009-06-04,30.885625
2009-06-05,24.03375
2009-06-06,22.673541666666665
2009-06-07,24.4875
2009-06-08,21.60375
2009-06-09,26.2775
2009-06-10,39.26125
2009-06-11,183.87875
2009-06-12,38.58895833333333
2009-06-13,27.631874999999997
2009-06-14,27.666666666666668
2009-06-15,27.1375
2009-06-16,23.249166666666667
2009-06-17,22.273958333333336
2009-06-18,27.757499999999997
2009-06-19,24.159166666666668
2009-06-20,21.303541666666668
2009-06-21,21.230833333333333
2009-06-22,21.948958333333334
2009-06-23,22.438541666666666
2009-06-24,23.58020833333333
2009-06-25,26.49625
2009-06-26,24.002291666666665
2009-06-27,22.637083333333333
2009-06-28,20.771874999999998
2009-06-29,21.756249999999998
2009-06-30,21.779791666666668
2009-07-01,20.697916666666668
2009-07-02,38.49
2009-07-03,25.325416666666666
2009-07-04,23.50979166666667
2009-07-05,27.01875
2009-07-06,55.821041666666666
2009-07-07,28.425625
2009-07-08,30.952083333333334
2009-07-09,29.721666666666668
2009-07-10,28.42125
2009-07-11,25.360416666666666
2009-07-12,24.992708333333336
2009-07-13,26.161041666666666
2009-07-14,28.18875
2009-07-15,26.968541666666667
